,HEFAMINC,HRNUMHOU,HRHTYPE,PTDTRACE,PREMPNOT,PRCHLD,HETS2O,HETS6O,HETS8CO,HESP1,HETSP3O
22126,-1,0,0,-1,-1,-1,-1,-1,-1,-1,-1
22127,10,1,6,1,4,0,50,40,-1,-1,-1
22128,5,2,1,2,4,0,-1,-1,40,2,-1
22129,5,2,1,2,4,0,-1,-1,40,2,-1
22130,10,1,6,1,1,0,10,10,-1,-1,-1
22131,-1,0,0,-1,-1,-1,-1,-1,-1,-1,-1
22132,-1,0,0,-1,-1,-1,-1,-1,-1,-1,-1
22133,6,2,1,2,4,0,-1,-1,-1,1,210
22134,6,2,1,2,4,0,-1,-1,-1,1,210
22135,3,1,7,1,4,0,-1,-1,20,1,20
22136,-1,0,0,-1,-1,-1,-1,-1,-1,-1,-1
22137,-1,0,0,-1,-1,-1,-1,-1,-1,-1,-1
22138,10,2,1,1,4,0,-1,-1,-1,-1,-1
22139,10,2,1,1,4,0,-1,-1,-1,-1,-1
22140,3,3,4,2,4,0,-1,-1,-1,-1,-1
22141,3,3,4,2,4,0,-1,-1,-1,-1,-1
22142,3,3,4,2,4,0,-1,-1,-1,-1,-1
22143,14,8,1,1,4,6,230,60,-1,2,-1
22144,14,8,1,1,1,6,230,60,-1,2,-1
22145,14,8,1,1,-1,0,230,60,-1,2,-1
22146,14,8,1,1,-1,0,230,60,-1,2,-1
22147,14,8,1,1,-1,0,230,60,-1,2,-1
22148,14,8,1,1,-1,0,230,60,-1,2,-1
22149,14,8,1,1,-1,0,230,60,-1,2,-1
22150,14,8,1,1,-1,0,230,60,-1,2,-1
22151,12,4,1,2,1,0,-1,-1,-1,-1,-1
22152,12,4,1,2,4,0,-1,-1,-1,-1,-1
22153,12,4,1,2,1,0,-1,-1,-1,-1,-1
22154,12,4,1,2,4,0,-1,-1,-1,-1,-1
22155,-1,0,0,-1,-1,-1,-1,-1,-1,-1,-1
22156,5,1,6,1,4,0,150,-1,-1,-1,-1
22157,12,4,1,1,4,3,-1,-1,-1,-1,-1
22158,12,4,1,1,1,3,-1,-1,-1,-1,-1
22159,12,4,1,1,-1,0,-1,-1,-1,-1,-1
22160,12,4,1,1,-1,0,-1,-1,-1,-1,-1
22161,14,5,1,1,1,8,150,-1,-1,-1,-1
22162,14,5,1,1,4,8,150,-1,-1,-1,-1
22163,14,5,1,1,-1,0,150,-1,-1,-1,-1
22164,14,5,1,1,-1,0,150,-1,-1,-1,-1
22165,14,5,1,1,-1,0,150,-1,-1,-1,-1
22166,14,2,1,2,1,0,180,30,-1,-1,-1
22167,14,2,1,2,4,0,180,30,-1,-1,-1
22168,15,2,1,1,1,0,130,30,-1,-1,-1
22169,15,2,1,1,1,0,130,30,-1,-1,-1
22170,-1,1,0,-1,-1,-1,-1,-1,-1,-1,-1
22171,6,1,7,1,4,0,80,4,-1,2,-1
22172,-1,0,0,-1,-1,-1,-1,-1,-1,-1,-1
22173,-1,1,0,-1,-1,-1,-1,-1,-1,-1,-1
22174,1,1,6,1,1,0,-1,200,100,2,-1
22175,13,1,7,1,1,0,110,290,40,2,-1
22176,12,4,1,2,1,0,-1,-1,-1,-1,-1
22177,12,4,1,2,4,0,-1,-1,-1,-1,-1
22178,12,4,1,2,4,0,-1,-1,-1,-1,-1
22179,12,4,1,2,1,0,-1,-1,-1,-1,-1
22180,-1,0,0,-1,-1,-1,-1,-1,-1,-1,-1
22181,-1,0,0,-1,-1,-1,-1,-1,-1,-1,-1
22182,12,2,1,1,4,0,-1,-1,-1,-1,-1
22183,12,2,1,1,4,0,-1,-1,-1,-1,-1
22184,16,2,1,1,1,0,400,100,-1,-1,-1
22185,16,2,1,1,1,0,400,100,-1,-1,-1
22186,-1,0,0,-1,-1,-1,-1,-1,-1,-1,-1
22187,13,2,1,1,4,0,-1,-1,-1,-1,-1
22188,13,2,1,1,4,0,-1,-1,-1,-1,-1
22189,-1,0,0,-1,-1,-1,-1,-1,-1,-1,-1
22190,-1,2,0,-1,-1,-1,-1,-1,-1,-1,-1
22191,-1,0,0,-1,-1,-1,-1,-1,-1,-1,-1
22192,-1,0,0,-1,-1,-1,-1,-1,-1,-1,-1
22193,6,2,1,1,4,0,-1,-1,-1,-1,-1
22194,6,2,1,1,4,0,-1,-1,-1,-1,-1
22195,-1,0,0,-1,-1,-1,-1,-1,-1,-1,-1
22196,-1,0,0,-1,-1,-1,-1,-1,-1,-1,-1
22197,8,1,6,1,1,0,30,10,-1,2,-1
22198,8,2,3,1,1,3,120,40,40,2,-1
22199,8,2,3,1,-1,0,120,40,40,2,-1
22200,11,3,1,1,4,0,100,20,-1,-1,-1
22201,11,3,1,1,1,0,100,20,-1,-1,-1
22202,11,3,1,1,1,0,100,20,-1,-1,-1
22203,-1,0,0,-1,-1,-1,-1,-1,-1,-1,-1
22204,6,2,7,1,4,0,60,20,-1,2,-1
22205,6,2,7,1,4,0,60,20,-1,2,-1
22206,11,2,1,2,1,0,-1,40,30,2,-1
22207,11,2,1,2,1,0,-1,40,30,2,-1
22208,-1,0,0,-1,-1,-1,-1,-1,-1,-1,-1
22209,-1,0,0,-1,-1,-1,-1,-1,-1,-1,-1
22210,-1,0,0,-1,-1,-1,-1,-1,-1,-1,-1
22211,2,2,1,1,4,0,80,-1,-1,-1,-1
22212,2,2,1,1,4,0,80,-1,-1,-1,-1
22213,6,2,4,1,4,0,-1,-1,-1,-1,-1
22214,6,2,4,1,1,0,-1,-1,-1,-1,-1
22215,12,7,1,2,1,6,-1,-1,-1,-1,-1
22216,12,7,1,2,-1,0,-1,-1,-1,-1,-1
22217,12,7,1,2,-1,0,-1,-1,-1,-1,-1
22218,12,7,1,2,-1,0,-1,-1,-1,-1,-1
22219,12,7,1,2,-1,0,-1,-1,-1,-1,-1
22220,12,7,1,2,-1,0,-1,-1,-1,-1,-1
22221,12,7,1,2,1,6,-1,-1,-1,-1,-1
22222,-1,0,0,-1,-1,-1,-1,-1,-1,-1,-1
22223,14,2,1,1,4,0,-1,-1,-1,-1,-1
22224,14,2,1,1,4,0,-1,-1,-1,-1,-1
22225,-1,0,0,-1,-1,-1,-1,-1,-1,-1,-1
22226,13,1,6,2,4,0,-1,-1,-1,-1,-1
22227,11,2,4,1,4,0,-1,-1,-1,-1,-1
22228,11,2,4,1,1,0,-1,-1,-1,-1,-1
22229,10,2,1,1,4,0,130,20,-1,-1,-1
22230,10,2,1,1,4,0,130,20,-1,-1,-1
22231,5,1,7,2,4,0,-1,-1,-1,2,-1
22232,4,1,7,1,4,0,70,-1,-1,2,-1
22233,-1,0,0,-1,-1,-1,-1,-1,-1,-1,-1
22234,4,2,1,1,4,0,-1,-1,-1,-1,-1
22235,4,2,1,1,1,0,-1,-1,-1,-1,-1
22236,8,2,1,1,4,0,-1,-1,-1,-1,-1
22237,8,2,1,1,1,0,-1,-1,-1,-1,-1
22238,-1,0,0,-1,-1,-1,-1,-1,-1,-1,-1
22239,-1,0,0,-1,-1,-1,-1,-1,-1,-1,-1
22240,4,3,4,1,1,3,190,20,-1,1,330
22241,4,3,4,1,-1,0,190,20,-1,1,330
22242,4,3,4,1,-1,0,190,20,-1,1,330
22243,-1,0,0,-1,-1,-1,-1,-1,-1,-1,-1
22244,6,1,6,1,4,0,100,-1,-1,2,-1
22245,5,1,7,1,4,0,-1,-1,-1,-1,-1
22246,9,2,3,1,1,0,-1,-1,-1,-1,-1
22247,9,2,3,1,1,0,-1,-1,-1,-1,-1
22248,12,2,7,2,1,0,40,-1,-1,-1,-1
22249,12,2,7,2,1,0,40,-1,-1,-1,-1
22250,12,6,1,2,1,10,300,-1,200,2,-1
22251,12,6,1,2,4,10,300,-1,200,2,-1
22252,12,6,1,2,4,0,300,-1,200,2,-1
22253,12,6,1,2,4,0,300,-1,200,2,-1
22254,12,6,1,2,-1,0,300,-1,200,2,-1
22255,12,6,1,2,-1,0,300,-1,200,2,-1
22256,9,2,7,1,4,0,-1,-1,-1,2,-1
22257,9,2,7,1,1,0,-1,-1,-1,2,-1
22258,6,1,6,2,4,0,60,30,-1,1,20
22259,-1,0,0,-1,-1,-1,-1,-1,-1,-1,-1
22260,1,1,6,2,4,0,-1,-1,-1,-1,-1
22261,3,4,4,2,4,8,100,40,-1,1,400
22262,3,4,4,2,4,0,100,40,-1,1,400
22263,3,4,4,2,-1,0,100,40,-1,1,400
22264,3,4,4,2,-1,0,100,40,-1,1,400
22265,-1,0,0,-1,-1,-1,-1,-1,-1,-1,-1
22266,4,1,7,2,4,0,120,30,-1,1,20
22267,-1,0,0,-1,-1,-1,-1,-1,-1,-1,-1
22268,6,2,4,2,4,0,120,60,50,1,90
22269,6,2,4,2,1,0,120,60,50,1,90
22270,12,4,4,2,4,0,200,120,-1,1,110
22271,12,4,4,2,1,0,200,120,-1,1,110
22272,12,4,4,2,2,0,200,120,-1,1,110
22273,12,4,4,2,1,0,200,120,-1,1,110
22274,-1,0,0,-1,-1,-1,-1,-1,-1,-1,-1
22275,8,1,7,1,4,0,80,-1,30,2,-1
28272,10,1,6,1,4,0,50,20,-1,-1,-1
28273,-1,0,0,-1,-1,-1,-1,-1,-1,-1,-1
28274,10,3,1,2,1,0,-1,-1,-1,-1,-1
28275,10,3,1,2,1,0,-1,-1,-1,-1,-1
28276,10,3,1,2,3,0,-1,-1,-1,-1,-1
28277,1,3,3,2,4,3,120,20,-1,2,-1
28278,1,3,3,2,-1,0,120,20,-1,2,-1
28279,1,3,3,2,-1,0,120,20,-1,2,-1
28280,8,1,6,1,1,0,-1,-1,-1,-1,-1
28281,16,1,7,1,4,0,-1,-1,-1,-1,-1
28282,11,2,1,1,4,0,-1,-1,-1,-1,-1
28283,11,2,1,1,4,0,-1,-1,-1,-1,-1
28284,-1,0,0,-1,-1,-1,-1,-1,-1,-1,-1
28285,3,3,4,2,1,0,-1,30,60,2,-1
28286,3,3,4,2,1,4,-1,30,60,2,-1
28287,3,3,4,2,4,0,-1,30,60,2,-1
28288,8,6,4,2,4,0,-1,-1,-1,-1,-1
28289,8,6,4,2,1,0,-1,-1,-1,-1,-1
28290,8,6,4,2,1,8,-1,-1,-1,-1,-1
28291,8,6,4,2,-1,0,-1,-1,-1,-1,-1
28292,8,6,4,2,-1,0,-1,-1,-1,-1,-1
28293,8,6,4,2,-1,0,-1,-1,-1,-1,-1
28294,12,1,6,2,4,0,30,-1,-1,-1,-1
28295,8,1,7,1,1,0,100,-1,-1,2,-1
28296,-1,0,0,-1,-1,-1,-1,-1,-1,-1,-1
28297,9,3,4,1,4,0,100,-1,50,2,-1
28298,9,3,4,1,4,0,100,-1,50,2,-1
28299,9,3,4,1,2,0,100,-1,50,2,-1
28300,-1,3,0,-1,-1,-1,-1,-1,-1,-1,-1
28301,-1,0,0,-1,-1,-1,-1,-1,-1,-1,-1
28302,-1,0,0,-1,-1,-1,-1,-1,-1,-1,-1
28303,-1,0,0,-1,-1,-1,-1,-1,-1,-1,-1
28304,-1,0,0,-1,-1,-1,-1,-1,-1,-1,-1
28305,-1,0,0,-1,-1,-1,-1,-1,-1,-1,-1
28306,1,1,7,2,4,0,-1,-1,-1,-1,-1
28307,12,4,1,2,4,8,150,60,80,2,-1
28308,12,4,1,2,1,8,150,60,80,2,-1
28309,12,4,1,2,-1,0,150,60,80,2,-1
28310,12,4,1,2,-1,0,150,60,80,2,-1
28311,14,2,1,1,4,0,200,-1,-1,-1,-1
28312,14,2,1,4,1,0,200,-1,-1,-1,-1
28313,4,3,4,2,4,0,220,-1,30,1,90
28314,4,3,4,2,1,0,220,-1,30,1,90
28315,4,3,4,2,4,0,220,-1,30,1,90
28316,13,1,6,1,1,0,-1,150,-1,-1,-1
28317,13,2,1,1,4,0,130,-1,30,-1,-1
28318,13,2,1,1,4,0,130,-1,30,-1,-1
28319,13,2,1,1,4,0,300,80,-1,-1,-1
28320,13,2,1,1,4,0,300,80,-1,-1,-1
28321,9,3,4,1,1,10,70,-1,30,1,80
28322,9,3,4,6,-1,0,70,-1,30,1,80
28323,9,3,4,6,-1,0,70,-1,30,1,80
28324,14,1,6,1,1,0,70,30,-1,-1,-1
28325,13,2,1,2,4,0,70,20,-1,-1,-1
28326,13,2,1,4,1,0,70,20,-1,-1,-1
28327,-1,0,0,-1,-1,-1,-1,-1,-1,-1,-1
28328,15,1,7,2,4,0,40,-1,-1,-1,-1
28329,6,1,7,1,4,0,-1,-1,-1,2,-1
28330,9,1,6,1,1,0,60,80,-1,-1,-1
28331,7,1,7,1,4,0,-1,-1,-1,-1,-1
28332,-1,0,0,-1,-1,-1,-1,-1,-1,-1,-1
28333,13,3,1,2,1,3,180,-1,-1,-1,-1
28334,13,3,1,2,1,3,180,-1,-1,-1,-1
28335,13,3,1,2,-1,0,180,-1,-1,-1,-1
28336,7,4,4,2,1,0,-1,-1,-1,-1,-1
28337,7,4,4,2,1,8,-1,-1,-1,-1,-1
28338,7,4,4,2,-1,0,-1,-1,-1,-1,-1
28339,7,4,4,2,-1,0,-1,-1,-1,-1,-1
28340,-1,0,0,-1,-1,-1,-1,-1,-1,-1,-1
28341,-1,0,0,-1,-1,-1,-1,-1,-1,-1,-1
28342,4,1,7,2,4,0,-1,-1,-1,-1,-1
28343,7,2,3,2,1,0,-1,-1,-1,-1,-1
28344,7,2,3,2,4,0,-1,-1,-1,-1,-1
28345,14,2,6,1,1,0,150,-1,-1,-1,-1
28346,14,2,6,1,1,0,150,-1,-1,-1,-1
28347,14,4,2,1,-1,8,110,80,-1,-1,-1
28348,14,4,2,1,1,8,110,80,-1,-1,-1
28349,14,4,2,1,-1,0,110,80,-1,-1,-1
28350,14,4,2,1,-1,0,110,80,-1,-1,-1
28351,5,3,4,1,4,4,190,50,-1,2,-1
28352,5,3,4,1,-1,0,190,50,-1,2,-1
28353,5,3,4,1,1,0,190,50,-1,2,-1
28354,6,1,6,2,4,0,-1,-1,-1,-1,-1
28355,11,2,1,1,4,0,80,-1,-1,-1,-1
28356,11,2,1,1,4,0,80,-1,-1,-1,-1
28357,14,3,1,1,4,0,-1,-1,-1,-1,-1
28358,14,3,1,1,4,0,-1,-1,-1,-1,-1
28359,14,3,1,1,2,0,-1,-1,-1,-1,-1
28360,12,1,7,1,4,0,70,-1,-1,-1,-1
28361,5,3,4,2,1,0,80,20,-1,2,-1
28362,5,3,4,2,1,1,80,20,-1,2,-1
28363,5,3,4,2,-1,0,80,20,-1,2,-1
28364,1,2,1,2,4,0,150,20,-1,2,-1
28365,1,2,1,2,4,0,150,20,-1,2,-1
28366,-1,0,0,-1,-1,-1,-1,-1,-1,-1,-1
28367,7,1,7,1,4,0,330,-1,-1,2,-1
28368,-1,0,0,-1,-1,-1,-1,-1,-1,-1,-1
28369,1,3,4,2,4,8,50,-1,50,2,-1
28370,1,3,4,2,-1,0,50,-1,50,2,-1
28371,1,3,4,2,-1,0,50,-1,50,2,-1
28372,12,4,4,1,4,8,280,-1,-1,-1,-1
28373,12,4,4,1,1,0,280,-1,-1,-1,-1
28374,12,4,4,1,-1,0,280,-1,-1,-1,-1
28375,12,4,4,1,-1,0,280,-1,-1,-1,-1
28376,13,3,4,1,4,0,150,60,40,-1,-1
28377,13,3,4,1,1,0,150,60,40,-1,-1
28378,13,3,4,1,1,0,150,60,40,-1,-1
28379,9,2,1,1,4,0,-1,-1,-1,-1,-1
28380,9,2,1,1,1,0,-1,-1,-1,-1,-1
28381,-1,0,0,-1,-1,-1,-1,-1,-1,-1,-1
28382,12,2,7,1,1,0,130,100,-1,-1,-1
28383,12,2,7,1,1,0,130,100,-1,-1,-1
28384,15,5,1,1,1,0,150,100,-1,2,-1
28385,15,5,1,1,1,0,150,100,-1,2,-1
28386,15,5,1,1,1,0,150,100,-1,2,-1
28387,15,5,1,1,2,0,150,100,-1,2,-1
28388,15,5,1,1,1,0,150,100,-1,2,-1
28389,8,3,1,1,1,0,-1,-1,-1,-1,-1
28390,8,3,1,1,1,0,-1,-1,-1,-1,-1
28391,8,3,1,1,1,0,-1,-1,-1,-1,-1
28392,11,2,1,1,1,0,110,-1,-1,-1,-1
28393,11,2,1,1,1,0,110,-1,-1,-1,-1
28394,8,1,7,1,1,0,100,30,-1,-1,-1
28395,6,1,7,1,4,0,-1,-1,-1,-1,-1
28396,-1,0,0,-1,-1,-1,-1,-1,-1,-1,-1
28397,-1,0,0,-1,-1,-1,-1,-1,-1,-1,-1
28398,13,4,4,1,4,0,-1,-1,-1,-1,-1
28399,13,4,4,1,4,0,-1,-1,-1,-1,-1
28400,13,4,4,1,-1,0,-1,-1,-1,-1,-1
28401,13,4,4,1,-1,0,-1,-1,-1,-1,-1
28402,-1,0,0,-1,-1,-1,-1,-1,-1,-1,-1
28403,13,2,1,2,4,0,120,-1,-1,-1,-1
28404,13,2,1,2,4,0,120,-1,-1,-1,-1
28405,16,4,4,1,1,0,-1,-1,-1,-1,-1
28406,16,4,4,1,1,0,-1,-1,-1,-1,-1
28407,16,4,4,1,1,0,-1,-1,-1,-1,-1
28408,16,4,4,1,1,0,-1,-1,-1,-1,-1
28409,7,3,3,1,4,0,90,-1,-1,-1,-1
28410,7,3,3,1,4,0,90,-1,-1,-1,-1
28411,7,3,3,1,4,0,90,-1,-1,-1,-1
28412,11,2,3,2,1,0,-1,20,-1,-1,-1
28413,11,2,3,2,1,0,-1,20,-1,-1,-1
28414,8,2,1,1,4,0,-1,-1,-1,-1,-1
28415,8,2,1,1,1,0,-1,-1,-1,-1,-1
28416,13,2,1,1,4,0,50,20,-1,-1,-1
28417,13,2,1,1,4,0,50,20,-1,-1,-1
28418,12,2,7,2,1,0,-1,-1,-1,-1,-1
28419,12,2,7,2,1,0,-1,-1,-1,-1,-1
28420,-1,0,0,-1,-1,-1,-1,-1,-1,-1,-1
28421,13,2,1,1,1,0,70,-1,-1,2,-1
28422,13,2,1,1,1,0,70,-1,-1,2,-1
28423,10,3,1,1,4,0,150,-1,30,2,-1
28424,10,3,1,1,1,0,150,-1,30,2,-1
28425,10,3,1,1,1,0,150,-1,30,2,-1
28426,10,1,7,1,4,0,-1,-1,-1,-1,-1
28427,-1,0,0,-1,-1,-1,-1,-1,-1,-1,-1
28428,9,2,1,1,4,0,-1,-1,-1,-1,-1
28429,9,2,1,1,1,0,-1,-1,-1,-1,-1
28430,13,1,7,1,4,0,-1,-1,-1,-1,-1
28431,8,2,1,1,4,0,80,50,-1,2,-1
28432,8,2,1,1,4,0,80,50,-1,2,-1
28433,15,4,1,1,4,0,-1,-1,-1,-1,-1
28434,15,4,1,1,1,0,-1,-1,-1,-1,-1
28435,15,4,1,1,4,0,-1,-1,-1,-1,-1
28436,15,4,1,1,4,0,-1,-1,-1,-1,-1
28437,4,1,6,1,4,0,-1,-1,30,1,70
28438,-1,0,0,-1,-1,-1,-1,-1,-1,-1,-1
28439,-1,0,0,-1,-1,-1,-1,-1,-1,-1,-1
28440,-1,0,0,-1,-1,-1,-1,-1,-1,-1,-1
28441,-1,0,0,-1,-1,-1,-1,-1,-1,-1,-1
28442,-1,0,0,-1,-1,-1,-1,-1,-1,-1,-1
28443,6,2,1,1,4,0,70,4,10,2,-1
28444,6,2,1,1,4,0,70,4,10,2,-1
28445,-1,0,0,-1,-1,-1,-1,-1,-1,-1,-1
28446,-1,0,0,-1,-1,-1,-1,-1,-1,-1,-1
28447,8,2,7,1,1,0,80,4,60,2,-1
28448,8,2,7,1,1,0,80,4,60,2,-1
28449,5,1,7,1,4,0,70,-1,-1,2,-1
28450,6,1,7,1,4,0,-1,-1,-1,-1,-1
28451,-1,0,0,-1,-1,-1,-1,-1,-1,-1,-1
28452,8,3,4,2,1,0,60,30,-1,2,-1
28453,8,3,4,2,4,0,60,30,-1,2,-1
28454,8,3,4,2,1,0,60,30,-1,2,-1
28455,-1,0,0,-1,-1,-1,-1,-1,-1,-1,-1
28456,14,2,1,1,4,0,60,-1,-1,-1,-1
28457,14,2,1,1,4,0,60,-1,-1,-1,-1
28458,16,1,7,1,1,0,40,-1,-1,-1,-1
28459,-1,0,0,-1,-1,-1,-1,-1,-1,-1,-1
28460,-1,0,0,-1,-1,-1,-1,-1,-1,-1,-1
28461,3,2,4,2,4,0,120,10,-1,1,10
28462,3,2,4,2,1,0,120,10,-1,1,10
28463,6,1,6,1,3,0,-1,-1,-1,-1,-1
28464,-1,0,0,-1,-1,-1,-1,-1,-1,-1,-1
28465,7,1,6,1,4,0,-1,-1,-1,2,-1
28466,-1,0,0,-1,-1,-1,-1,-1,-1,-1,-1
28467,11,1,6,1,1,0,-1,-1,-1,-1,-1
28468,-1,0,0,-1,-1,-1,-1,-1,-1,-1,-1
28469,8,1,6,2,1,0,-1,50,-1,2,-1
28470,-1,0,0,-1,-1,-1,-1,-1,-1,-1,-1
28471,7,2,1,1,4,0,-1,-1,-1,-1,-1
28472,7,2,1,1,4,0,-1,-1,-1,-1,-1
28473,9,3,3,1,1,10,100,20,-1,2,-1
28474,9,3,3,1,-1,0,100,20,-1,2,-1
28475,9,3,3,1,4,0,100,20,-1,2,-1
28476,15,4,1,1,1,4,-1,-1,-1,-1,-1
28477,15,4,1,1,1,4,-1,-1,-1,-1,-1
28478,15,4,1,1,4,0,-1,-1,-1,-1,-1
28479,15,4,1,1,-1,0,-1,-1,-1,-1,-1
28480,8,4,4,2,1,2,-1,-1,-1,-1,-1
28481,8,4,4,2,4,0,-1,-1,-1,-1,-1
28482,8,4,4,2,-1,0,-1,-1,-1,-1,-1
28483,8,4,4,2,-1,0,-1,-1,-1,-1,-1
28484,3,3,1,2,1,0,180,50,-1,1,-1
28485,3,3,1,2,1,0,180,50,-1,1,-1
28486,3,3,1,2,1,0,180,50,-1,1,-1
28487,4,1,7,2,4,0,130,-1,-1,-1,-1
28488,-1,0,0,-1,-1,-1,-1,-1,-1,-1,-1
28489,-1,0,0,-1,-1,-1,-1,-1,-1,-1,-1
28490,-1,0,0,-1,-1,-1,-1,-1,-1,-1,-1
28491,11,1,7,1,4,0,40,-1,-1,-1,-1
30756,15,3,4,1,1,10,170,60,-1,-1,-1
30757,15,3,4,1,4,0,170,60,-1,-1,-1
30758,15,3,4,1,-1,0,170,60,-1,-1,-1
30759,14,2,1,1,4,0,180,60,-1,-1,-1
30760,14,2,1,1,4,0,180,60,-1,-1,-1
30761,6,1,7,2,4,0,-1,-1,-1,2,-1
30762,15,3,1,1,1,3,150,150,-1,-1,-1
30763,15,3,1,1,4,3,150,150,-1,-1,-1
30764,15,3,1,1,-1,0,150,150,-1,-1,-1
30765,13,1,6,2,1,0,100,20,-1,-1,-1
30766,10,1,7,1,1,0,-1,-1,-1,-1,-1
30767,13,1,7,2,4,0,-1,290,-1,-1,-1
30768,15,2,1,1,4,0,250,20,-1,-1,-1
30769,15,2,1,1,1,0,250,20,-1,-1,-1
30770,14,3,1,1,1,0,110,70,-1,-1,-1
30771,14,3,1,1,1,0,110,70,-1,-1,-1
30772,14,3,1,1,1,0,110,70,-1,-1,-1
30773,7,2,1,1,1,0,-1,-1,-1,-1,-1
30774,7,2,1,1,4,0,-1,-1,-1,-1,-1
30775,15,4,1,1,1,5,-1,-1,-1,-1,-1
30776,15,4,1,1,1,5,-1,-1,-1,-1,-1
30777,15,4,1,1,-1,0,-1,-1,-1,-1,-1
30778,15,4,1,1,-1,0,-1,-1,-1,-1,-1
30779,6,2,3,2,4,0,-1,-1,-1,-1,-1
30780,6,2,3,2,4,0,-1,-1,-1,-1,-1
30781,7,2,1,1,4,0,40,-1,20,2,-1
30782,7,2,1,1,4,0,40,-1,20,2,-1
30783,1,5,1,1,4,9,120,-1,-1,1,560
30784,1,5,1,1,4,9,120,-1,-1,1,560
30785,1,5,1,1,1,0,120,-1,-1,1,560
30786,1,5,1,1,4,0,120,-1,-1,1,560
30787,1,5,1,1,-1,0,120,-1,-1,1,560
30788,9,2,1,1,4,0,90,-1,-1,2,-1
30789,9,2,1,1,4,0,90,-1,-1,2,-1
30790,11,8,1,7,4,8,300,30,100,2,-1
30791,11,8,1,7,1,8,300,30,100,2,-1
30792,11,8,1,7,1,0,300,30,100,2,-1
30793,11,8,1,7,-1,0,300,30,100,2,-1
30794,11,8,1,7,-1,0,300,30,100,2,-1
30795,11,8,1,7,-1,0,300,30,100,2,-1
30796,11,8,1,1,-1,0,300,30,100,2,-1
30797,11,8,1,7,-1,0,300,30,100,2,-1
30798,11,1,6,2,1,0,180,60,-1,-1,-1
30799,15,3,1,2,1,4,100,100,-1,-1,-1
30800,15,3,1,2,1,4,100,100,-1,-1,-1
30801,15,3,1,2,-1,0,100,100,-1,-1,-1
30802,6,3,1,2,4,0,130,30,150,2,-1
30803,6,3,1,2,4,0,130,30,150,2,-1
30804,6,3,1,2,4,0,130,30,150,2,-1
30805,13,2,1,1,4,0,-1,-1,-1,-1,-1
30806,13,2,1,1,1,0,-1,-1,-1,-1,-1
30807,5,1,7,1,4,0,-1,-1,-1,-1,-1
30808,11,2,1,6,1,0,200,50,-1,2,-1
30809,11,2,1,6,4,0,200,50,-1,2,-1
32403,16,4,1,1,4,4,100,100,-1,2,-1
32404,16,4,1,1,1,4,100,100,-1,2,-1
32405,16,4,1,1,4,0,100,100,-1,2,-1
32406,16,4,1,1,4,0,100,100,-1,2,-1
32407,15,2,1,1,1,0,180,10,-1,-1,-1
32408,15,2,1,1,1,0,180,10,-1,-1,-1
32409,14,3,1,1,1,2,150,80,-1,-1,-1
32410,14,3,1,1,1,2,150,80,-1,-1,-1
32411,14,3,1,1,-1,0,150,80,-1,-1,-1
32412,5,1,7,2,4,0,100,20,-1,1,10
32413,15,3,2,1,-1,0,100,60,-1,-1,-1
32414,15,3,2,1,1,0,100,60,-1,-1,-1
32415,15,3,2,1,2,0,100,60,-1,-1,-1
32416,15,2,1,1,1,0,-1,50,-1,-1,-1
32417,15,2,1,1,4,0,-1,50,-1,-1,-1
32418,9,2,4,2,4,0,80,-1,-1,2,-1
32419,9,2,4,2,1,0,80,-1,-1,2,-1
32420,15,3,1,1,1,0,450,200,-1,-1,-1
32421,15,3,1,1,1,0,450,200,-1,-1,-1
32422,15,3,1,1,1,0,450,200,-1,-1,-1
32423,8,2,1,1,4,0,70,20,-1,-1,-1
32424,8,2,1,1,4,0,70,20,-1,-1,-1
49278,11,3,1,2,1,2,-1,-1,-1,-1,-1
49279,11,3,1,2,1,2,-1,-1,-1,-1,-1
49280,11,3,1,2,-1,0,-1,-1,-1,-1,-1
49281,11,5,1,2,1,3,-1,-1,-1,-1,-1
49282,11,5,1,2,1,3,-1,-1,-1,-1,-1
49283,11,5,1,2,-1,0,-1,-1,-1,-1,-1
49284,11,5,1,2,-1,0,-1,-1,-1,-1,-1
49285,11,5,1,2,-1,0,-1,-1,-1,-1,-1
49286,1,4,4,1,4,10,200,10,150,1,550
49287,1,4,4,1,-1,0,200,10,150,1,550
49288,1,4,4,1,4,0,200,10,150,1,550
49289,1,4,4,1,4,0,200,10,150,1,550
49290,-1,0,0,-1,-1,-1,-1,-1,-1,-1,-1
49291,4,2,1,1,4,0,80,-1,100,1,90
49292,4,2,1,1,4,0,80,-1,100,1,90
49293,-1,0,0,-1,-1,-1,-1,-1,-1,-1,-1
49294,11,2,1,1,1,0,100,30,-1,-1,-1
49295,11,2,1,1,4,0,100,30,-1,-1,-1
49296,11,1,6,1,1,0,100,100,-1,-1,-1
49297,7,2,4,1,1,1,60,20,-1,2,-1
49298,7,2,4,2,-1,0,60,20,-1,2,-1
49299,14,1,6,2,1,0,50,-1,-1,-1,-1
49300,14,2,4,2,1,0,-1,-1,-1,-1,-1
49301,14,2,4,2,4,0,-1,-1,-1,-1,-1
49302,15,4,4,1,1,3,180,20,-1,-1,-1
49303,15,4,4,1,1,0,180,20,-1,-1,-1
49304,15,4,4,1,-1,0,180,20,-1,-1,-1
49305,15,4,4,1,-1,0,180,20,-1,-1,-1
